num,query_name,cand_name,AMT_avg_score
3374,S010C001P013R002A026,S024C001P064R001A099,1.5
3375,S027C003P079R001A098,S011C001P027R001A040,1.5
3376,S006C001P023R002A022,S025C001P059R001A104,1.5
3377,S024C003P061R001A100,S024C003P064R001A099,1.555555556
3378,S011C001P038R001A039,S002C001P011R001A039,3.6
3379,S023C002P061R002A104,S032C001P106R002A104,2.7
3380,S028C001P087R001A080,S030C001P092R002A080,3
3381,S023C003P055R001A104,S032C002P102R002A104,2.7
3382,S023C001P066R001A097,S029C003P088R001A097,3.777777778
3383,S029C003P044R001A096,S031C003P097R001A096,3.8
3384,S016C001P040R001A048,S011C001P028R002A048,3.363636364
3385,S010C002P021R002A008,S013C001P018R002A048,1.2
3386,S001C003P004R001A007,S027C003P079R001A095,1.1
3387,S002C002P012R002A040,S002C001P012R002A040,3.85
3388,S031C003P099R001A080,S026C001P072R001A080,3.8
3389,S027C001P079R002A080,S027C002P079R002A080,3.9
3390,S005C002P016R002A048,S008C001P036R001A035,2.181818182
3391,S001C001P005R002A035,S014C001P008R001A035,3.555555556
3392,S032C003P106R001A102,S032C001P106R001A102,3.8
3393,S017C003P015R001A039,S027C001P011R002A096,1.454545455
3394,S026C002P049R002A101,S008C003P033R001A035,1.5
3395,S006C001P023R001A040,S017C001P003R001A039,1.636363636
3396,S014C001P039R002A008,S006C001P001R001A008,3.7
3397,S005C003P018R001A008,S011C001P038R002A035,1.333333333
3398,S008C001P032R002A039,S003C001P017R001A039,4
3399,S013C003P027R001A026,S006C003P023R001A026,4
3400,S006C002P024R002A023,S004C001P003R001A023,3.9
3401,S031C002P100R002A080,S030C002P043R002A080,3.083333333
3402,S032C003P044R001A097,S023C002P055R002A097,3.545454545
3403,S010C002P021R002A026,S030C001P095R001A099,1.222222222
3404,S030C001P044R001A080,S006C002P022R002A008,1.4
3405,S002C002P011R002A023,S010C001P008R001A023,3.5
3406,S027C003P079R001A096,S031C003P100R001A096,3.9
3407,S031C001P097R001A101,S031C003P097R001A101,3.9
3408,S027C001P086R002A097,S032C001P043R002A097,3.1
3409,S008C001P001R001A023,S011C003P016R001A007,1.5
3410,S019C001P050R002A104,S032C001P105R002A097,1.583333333
3411,S026C003P075R001A097,S030C001P092R001A097,3.777777778
3412,S016C003P040R001A048,S001C001P005R002A039,1
3413,S002C003P007R001A022,S002C002P014R002A007,1.1
3414,S009C001P019R002A035,S013C002P007R002A035,3.545454545
3415,S026C001P050R002A080,S008C001P034R001A048,1.5
3416,S008C002P033R002A040,S019C003P050R001A096,1.2
3417,S023C001P055R002A101,S027C002P086R002A101,3.666666667
3418,S013C001P037R002A040,S008C001P034R001A040,3.444444444
3419,S027C001P082R001A097,S026C003P072R001A098,1.8
3420,S005C001P018R001A007,S002C003P013R001A023,1.454545455
3421,S027C001P082R002A100,S019C001P008R002A100,3.8
3422,S008C003P031R001A009,S012C001P019R002A027,1
3423,S001C001P006R001A040,S008C003P029R001A040,3.9
3424,S027C002P011R002A097,S023C002P068R002A104,1.5
3425,S021C003P056R001A095,S017C002P009R002A022,2.3
3426,S030C001P095R002A080,S008C002P033R002A048,1.2
3427,S002C002P012R002A040,S002C001P014R001A040,3.3
3428,S032C001P106R001A099,S008C003P031R001A027,1.4
3429,S026C001P072R002A104,S009C003P019R001A040,1.25
3430,S008C002P031R002A026,S002C001P009R002A009,1.2
3431,S027C001P086R002A097,S031C001P099R001A104,1.333333333
3432,S006C002P023R002A008,S003C002P002R002A035,1.6
3433,S021C001P060R001A102,S032C002P044R002A101,1.2
3434,S006C002P022R002A008,S030C002P092R002A080,2.4
3435,S019C001P050R001A096,S003C003P019R001A022,1.3
3436,S002C002P003R002A022,S005C003P018R001A007,1.636363636
3437,S026C001P071R001A096,S007C001P018R001A039,1.333333333
3438,S029C003P006R001A099,S006C003P023R001A026,1.444444444
3439,S007C002P027R002A023,S008C001P034R002A022,1.5
3440,S027C002P084R002A102,S031C001P097R001A102,3.272727273
3441,S029C001P006R002A095,S026C001P072R001A095,4
3442,S008C001P029R002A007,S030C002P092R002A095,1.1
3443,S030C003P092R001A097,S031C003P097R001A098,2.5
3444,S018C002P044R002A100,S025C002P055R002A100,3.3
3445,S016C003P021R001A035,S010C001P013R002A048,2.1
3446,S005C003P021R001A040,S030C001P095R001A096,1.555555556
3447,S010C001P017R002A048,S008C003P030R001A039,1
3448,S028C001P043R001A096,S027C003P086R001A096,3.8
3449,S008C001P025R002A035,S006C001P024R002A035,3.7
3450,S031C001P051R002A098,S021C003P059R001A096,1.2
3451,S028C001P073R002A096,S028C001P087R001A096,3.818181818
3452,S023C002P061R002A104,S028C001P087R001A095,2
3453,S031C001P097R002A099,S027C002P079R002A099,3.8
3454,S008C001P035R002A027,S018C001P008R001A099,1.181818182
3455,S008C003P029R001A023,S002C001P011R002A007,1.4
3456,S028C002P073R002A096,S021C001P055R001A096,4
3457,S008C002P031R002A040,S002C001P010R001A007,1.2
3458,S016C003P040R001A022,S005C002P016R002A022,1.8
3459,S032C003P105R001A096,S029C001P006R002A096,4
3460,S023C001P064R002A101,S029C002P075R002A101,3.727272727
3461,S007C001P018R002A026,S008C002P034R002A026,3.888888889
3462,S026C003P071R001A104,S031C001P100R002A104,1.272727273
3463,S006C001P001R001A008,S002C001P012R001A008,3.444444444
3464,S027C001P086R002A097,S016C003P040R001A022,1.222222222
3465,S024C001P060R002A100,S027C001P082R002A100,3.4
3466,S028C003P043R001A096,S026C001P072R001A098,1.4
3467,S001C001P003R002A027,S027C001P083R001A100,1.2
3468,S026C001P071R002A080,S008C002P032R002A048,1.5
3469,S025C003P058R001A100,S030C001P096R002A100,3.818181818
3470,S008C001P029R002A007,S004C001P020R002A007,1.2
3471,S017C003P003R001A039,S002C003P009R001A048,1.454545455
3472,S024C003P061R001A100,S021C001P059R002A100,3.8
3473,S007C002P028R002A009,S008C001P029R002A048,1
3474,S029C003P080R001A099,S002C001P014R002A026,1.6
3475,S028C001P087R001A097,S032C001P105R001A098,1.888888889
3476,S027C001P084R001A098,S005C003P021R001A040,1.3
3477,S006C002P008R002A026,S007C001P028R002A009,1.181818182
3478,S026C001P049R002A101,S008C001P032R002A048,1.222222222
3479,S010C001P017R002A048,S013C003P015R001A048,2.9
3480,S008C001P033R002A023,S006C003P024R001A007,2
3481,S032C001P102R002A102,S027C002P080R002A102,3.4
3482,S028C001P046R001A100,S009C001P007R001A026,1.3
3483,S027C001P084R001A098,S027C002P011R002A097,2
3484,S008C003P036R001A040,S017C003P003R001A039,1.3
3485,S006C001P024R002A035,S006C001P024R001A048,1.8
3486,S030C001P092R001A101,S027C002P086R002A101,3.9
3487,S003C003P018R001A027,S018C001P008R001A099,1.1
3488,S013C002P016R002A009,S003C001P018R001A027,1.4
3489,S008C001P001R001A023,S016C001P021R002A023,2
3490,S006C003P001R001A008,S028C001P087R001A080,2.111111111
3491,S027C001P082R002A100,S027C003P083R001A099,1.4
3492,S007C002P025R002A009,S007C001P016R001A026,1.2
3493,S008C001P032R002A048,S032C002P044R002A101,1.4
3494,S030C001P092R002A080,S023C001P066R002A080,3.5
3495,S008C003P035R001A023,S008C001P030R002A007,1.333333333
3496,S021C001P060R001A102,S025C003P056R001A101,1.1
3497,S026C002P050R002A080,S027C002P081R002A080,3.4
3498,S002C002P011R002A027,S008C001P035R002A027,2.9
3499,S031C002P097R002A100,S002C002P011R002A026,1.7
3500,S011C001P028R001A023,S015C001P019R002A023,2.636363636
3501,S015C003P015R001A040,S010C001P018R002A040,3.875
3502,S027C001P083R001A100,S021C002P059R002A100,3.8
3503,S023C001P066R001A097,S017C001P017R001A022,1.555555556
3504,S005C002P010R002A008,S023C001P055R001A104,1.090909091
3505,S007C001P001R002A048,S007C002P007R002A048,3.6
3506,S008C001P035R001A040,S032C003P105R001A096,1.4
3507,S002C002P003R002A008,S008C001P035R002A048,1.5
3508,S027C001P084R001A080,S002C002P011R002A035,1.333333333
3509,S017C001P016R002A008,S007C002P026R002A008,3.9
3510,S016C001P021R002A039,S010C002P008R002A040,1.2
3511,S006C001P023R001A007,S001C003P006R001A022,1.4
3512,S027C002P083R002A102,S027C002P086R002A101,1.363636364
3513,S013C001P018R002A048,S017C002P009R002A035,1.9
3514,S024C001P061R001A099,S008C001P029R002A026,1.7
3515,S007C002P027R002A023,S001C001P005R002A023,3.7
3516,S023C002P055R002A101,S016C002P039R002A048,1.2
3517,S004C001P020R002A035,S002C002P011R002A035,3.5
3518,S027C002P080R002A096,S032C001P102R002A096,3.444444444
3519,S027C001P084R002A102,S027C003P006R001A102,3.4
3520,S006C002P008R002A026,S008C002P032R002A009,1
3521,S008C002P035R002A048,S002C001P010R002A048,2.8
3522,S020C003P053R001A104,S021C001P055R002A095,2
3523,S028C003P073R001A100,S028C001P073R001A100,3.875
3524,S001C003P006R001A007,S001C001P006R001A007,3.9
3525,S032C001P106R001A095,S010C001P021R002A022,2.2
3526,S023C002P061R002A097,S031C001P096R002A098,2.3
3527,S027C001P082R002A100,S023C003P059R001A099,2
3528,S031C001P043R001A100,S027C001P086R002A100,3.545454545
3529,S032C002P106R002A104,S021C003P060R001A104,1.9
3530,S025C001P068R002A098,S002C003P009R001A040,1.8
3531,S005C003P017R001A009,S002C001P014R002A027,1
3532,S008C001P029R002A027,S002C002P011R002A026,1.7
3533,S008C001P025R001A008,S014C001P008R001A035,1.8
3534,S011C001P038R001A048,S001C001P006R002A048,2.545454545
3535,S023C001P056R002A098,S013C002P037R002A040,1.4
3536,S009C003P019R001A040,S015C003P015R001A040,3.272727273
3537,S025C002P055R002A100,S002C001P012R001A027,1.2
3538,S016C002P039R002A022,S020C003P052R001A104,1.7
3539,S031C001P099R001A080,S027C003P086R001A095,1.1
3540,S027C001P084R002A095,S011C002P015R002A022,2.333333333
3541,S018C002P044R002A100,S021C001P056R001A100,3.6
3542,S027C001P081R001A095,S028C001P087R002A104,3
3543,S021C001P060R002A080,S025C001P056R001A080,3.2
3544,S031C003P043R001A100,S008C001P036R001A026,1.7
3545,S024C001P064R001A097,S027C001P081R002A097,3.5
3546,S008C002P035R002A039,S008C001P033R001A039,3.9
3547,S010C002P025R002A022,S019C001P049R002A104,2.3
3548,S008C002P033R002A048,S008C001P033R001A039,1.1
3549,S019C001P050R002A095,S010C002P008R002A040,1.1
3550,S030C001P092R002A098,S024C003P064R001A097,1.4
3551,S008C002P031R002A040,S008C001P035R002A039,1.5
3552,S031C002P097R002A099,S008C002P035R002A027,1.2
3553,S008C001P029R001A023,S010C003P008R001A023,2.909090909
3554,S002C001P014R001A039,S008C001P033R001A039,4
3555,S006C003P024R001A008,S002C003P012R001A008,4
3556,S023C001P058R002A104,S027C003P086R001A104,2.4
3557,S028C003P087R001A098,S027C003P079R001A096,1.545454545
3558,S026C003P072R001A080,S030C001P095R002A080,3.7
3559,S013C003P027R001A048,S006C001P022R001A048,3.4
3560,S014C001P037R001A007,S031C003P043R001A095,1
3561,S023C003P059R001A099,S023C001P060R001A099,3.777777778
3562,S007C003P018R001A039,S001C001P004R001A039,3.545454545
3563,S002C002P011R002A026,S002C002P009R002A026,3.727272727
3564,S023C003P064R001A096,S008C003P032R001A022,1
3565,S028C001P043R001A096,S032C002P106R002A098,1.1
3566,S013C003P019R001A048,S005C002P016R002A048,3.5
3567,S027C001P080R002A102,S029C003P080R001A095,1
3568,S008C001P035R002A026,S007C002P028R002A027,1.4
3569,S006C002P001R002A040,S002C002P010R002A040,3.888888889
3570,S032C002P102R002A102,S024C003P064R001A095,1
3571,S027C002P011R002A096,S028C001P073R002A096,3.9
3572,S021C001P058R001A098,S030C003P096R001A097,1.5
3573,S007C001P028R001A008,S002C002P014R002A048,1.2
3574,S008C003P031R001A027,S014C001P037R002A026,1.6
3575,S001C003P006R001A039,S025C003P056R001A096,1.4
3576,S017C001P016R002A008,S028C001P073R001A080,2
3577,S004C001P020R002A022,S006C003P024R001A022,3.625
3578,S023C003P064R001A096,S027C001P086R001A096,4
3579,S027C002P081R002A101,S001C003P008R001A048,1.4
3580,S006C001P022R001A023,S031C001P096R002A104,1.4
3581,S031C002P051R002A099,S025C002P066R002A100,2.181818182
3582,S019C002P046R002A102,S027C003P086R001A095,1
3583,S016C001P039R002A048,S008C003P031R001A035,1.6
3584,S012C002P028R002A022,S008C002P033R002A023,1.111111111
3585,S032C002P043R002A098,S011C001P038R001A040,1.125
3586,S006C001P022R001A035,S007C002P001R002A048,2.272727273
3587,S002C001P012R001A026,S029C003P080R001A099,1.6
3588,S014C002P039R002A023,S009C001P025R001A023,3.2
3589,S030C001P044R001A080,S028C003P087R001A080,3.4
3590,S005C003P004R001A026,S006C003P017R001A026,3.833333333
3591,S026C001P072R002A100,S030C001P081R001A100,3.6
3592,S001C001P005R002A035,S017C001P009R002A035,3.111111111
3593,S007C001P015R002A027,S017C003P009R001A027,3.083333333
3594,S027C003P085R001A101,S031C003P100R001A101,3.4
3595,S002C003P007R001A022,S003C001P019R001A022,3.1
3596,S026C002P072R002A100,S030C002P092R002A100,3
3597,S007C001P001R002A048,S007C001P018R002A035,2.6
3598,S006C001P023R001A023,S008C001P029R002A007,1.2
3599,S026C001P050R002A101,S021C003P060R001A101,3.6
3600,S012C003P008R001A027,S006C001P008R002A026,1.4
3601,S002C001P013R001A022,S011C001P016R001A007,1.1
3602,S016C003P025R001A048,S008C001P031R002A048,3.6
3603,S013C001P027R001A035,S004C001P003R001A048,1.8
3604,S006C001P022R001A035,S027C001P081R002A080,1.111111111
3605,S025C003P055R001A102,S026C002P049R002A102,2.6
3606,S026C001P008R001A080,S031C003P096R001A080,2.777777778
3607,S007C001P027R002A023,S002C003P013R001A022,1.2
3608,S008C001P031R002A040,S017C002P009R002A039,2.555555556
3609,S017C003P020R001A009,S002C003P013R001A027,1.3
3610,S032C001P102R002A100,S025C002P068R002A100,3.777777778
3611,S014C001P007R001A007,S014C003P039R001A007,3.5
3612,S006C001P024R001A008,S001C001P004R002A035,1.181818182
3613,S029C001P006R002A095,S021C003P056R001A095,3.909090909
3614,S032C003P105R001A095,S029C001P006R002A095,3.727272727
3615,S031C002P100R002A100,S005C001P010R002A027,1.5
3616,S002C001P013R001A023,S005C002P016R002A022,1.272727273
3617,S031C001P097R002A099,S029C001P044R002A099,4
3618,S021C001P056R002A097,S029C003P080R001A097,3.7
3619,S026C001P072R002A104,S008C001P029R001A040,1.1
3620,S021C003P056R001A095,S027C003P086R001A095,3.636363636
3621,S021C001P056R001A100,S010C001P021R002A026,1.2
3622,S020C003P053R001A097,S020C003P052R001A104,1.3
3623,S027C001P084R002A104,S020C003P053R001A097,1.888888889
3624,S021C001P058R001A098,S008C001P031R002A040,1.1
3625,S023C002P061R002A095,S011C001P002R002A040,1.111111111
3626,S002C003P014R001A039,S001C001P003R002A040,1.4
3627,S001C001P006R001A035,S003C003P002R001A048,2.9
3628,S006C001P023R001A027,S003C001P001R001A027,3.555555556
3629,S015C002P025R002A040,S015C001P025R002A040,4.35
3630,S026C001P071R002A097,S027C001P079R001A097,3.8
3631,S027C001P084R002A096,S025C003P056R001A096,2.3
3632,S002C001P011R001A039,S028C001P043R001A096,1.4
3633,S030C001P095R001A098,S032C003P105R001A098,3.6
3634,S014C001P037R002A026,S002C001P003R001A009,1.1
3635,S031C002P097R002A095,S030C001P088R002A095,3.777777778
3636,S002C001P011R001A008,S005C001P004R002A008,3.7
3637,S027C003P082R001A097,S023C003P066R001A097,3.4
3638,S008C003P036R001A035,S007C001P016R001A035,2.3
3639,S032C002P102R002A102,S006C003P024R001A026,1.125
3640,S014C001P039R001A007,S002C003P014R001A022,1.166666667
3641,S002C001P011R002A007,S008C001P034R002A007,3.636363636
3642,S028C002P073R002A102,S031C001P097R001A101,1
3643,S021C001P060R002A080,S008C001P030R001A008,2
3644,S032C001P105R001A095,S019C001P050R002A095,3.6
3645,S003C002P015R002A009,S016C003P040R001A009,3.4
3646,S027C001P083R002A096,S026C003P008R001A098,1.1
3647,S028C001P073R002A104,S019C002P050R002A104,1.555555556
3648,S021C003P060R001A098,S009C001P017R001A040,1.2
3649,S004C001P020R002A035,S013C003P015R001A048,1.7
3650,S002C003P014R001A023,S028C001P046R001A104,1
3651,S020C003P052R001A104,S002C001P009R001A040,1.2
3652,S027C001P084R002A102,S019C001P046R001A095,1
3653,S032C001P106R001A096,S027C001P011R002A096,3.9
3654,S011C001P028R001A023,S027C001P083R001A104,1.1
3655,S029C002P075R002A101,S008C001P025R002A035,1.4
3656,S027C003P083R001A099,S002C002P009R002A026,1.7
3657,S021C001P056R002A104,S026C001P051R001A095,2.3
3658,S010C001P013R002A040,S001C002P003R002A040,3.2
3659,S002C003P011R001A039,S027C001P080R002A096,1.7
3660,S027C001P084R001A101,S008C001P036R002A008,1.1
3661,S031C001P097R001A096,S032C003P105R001A096,3.545454545
3662,S008C001P031R002A023,S004C002P020R002A023,3.8
3663,S001C001P004R002A027,S030C002P096R002A100,1.4
3664,S010C002P013R002A009,S001C002P006R002A048,1.111111111
3665,S027C002P086R002A100,S023C003P060R001A099,2
3666,S008C001P025R002A035,S008C002P032R002A008,1.2
3667,S021C001P060R002A080,S019C002P049R002A080,3.5
3668,S002C001P009R001A040,S007C003P018R001A039,1.4
3669,S012C002P037R002A039,S008C003P036R001A040,1.5
3670,S028C001P073R001A095,S026C003P076R001A095,3.8
3671,S013C002P027R002A007,S010C002P021R002A022,1.090909091
3672,S023C001P055R001A104,S031C003P097R001A104,3.545454545
3673,S011C002P002R002A007,S026C001P051R001A095,1.777777778
3674,S001C002P006R002A048,S002C003P009R001A048,3.3
3675,S021C001P060R001A102,S019C001P046R001A101,1.1
3676,S008C002P031R002A048,S030C003P092R001A101,1
3677,S011C001P002R002A023,S020C001P053R001A104,1.1
3678,S029C002P044R002A098,S027C001P082R001A097,1.4
3679,S027C002P084R002A100,S021C002P059R002A100,3.5
3680,S005C003P010R001A039,S016C001P040R001A039,4
3681,S032C001P105R001A096,S029C001P044R002A098,1.333333333
3682,S016C003P040R001A009,S016C001P021R001A009,3.666666667
3683,S011C001P018R002A022,S018C001P043R001A104,2.6
3684,S024C003P064R001A099,S001C002P005R002A026,1.6
3685,S013C002P018R002A048,S011C001P038R002A035,1.4
3686,S010C002P013R002A026,S002C002P011R002A026,3.777777778
3687,S001C001P006R001A039,S012C001P037R002A039,3.8
3688,S013C003P027R001A026,S008C002P035R002A026,4
3689,S008C003P029R001A035,S009C001P019R002A035,2.454545455
3690,S008C003P029R001A040,S001C001P004R001A007,1.111111111
3691,S001C001P006R002A048,S027C001P079R002A099,1
3692,S006C003P022R001A035,S007C002P018R002A035,3.8
3693,S027C001P086R002A099,S001C001P006R002A048,1
3694,S019C002P046R002A096,S028C001P073R002A096,3.5
3695,S010C001P008R001A039,S008C001P030R001A040,1.666666667
3696,S028C001P087R001A095,S005C003P021R001A040,1.5
3697,S012C002P037R002A022,S002C002P012R002A022,2.4
3698,S027C001P081R002A080,S008C003P033R001A035,1.3
3699,S005C002P016R002A048,S010C001P021R001A048,3.181818182
3700,S011C003P038R001A022,S008C001P036R001A023,1.2
3701,S032C002P102R002A102,S023C001P066R001A101,1
3702,S002C001P012R001A023,S008C003P033R001A022,1.25
3703,S002C001P011R002A022,S005C001P016R002A022,2.6
3704,S007C002P026R002A008,S006C002P022R002A008,3.9
3705,S016C002P039R002A022,S002C002P011R002A023,1.6
3706,S031C003P006R001A098,S032C002P106R002A098,3.636363636
3707,S031C003P097R001A101,S005C001P010R002A008,1.2
3708,S007C003P016R001A023,S011C001P038R002A007,1.8
3709,S008C003P036R001A035,S030C003P044R001A080,1
3710,S013C001P019R002A039,S015C002P025R002A040,1.6
3711,S011C003P001R001A009,S002C002P011R002A026,1.2
3712,S006C001P024R001A009,S006C003P024R001A009,4
3713,S027C001P085R002A102,S031C003P100R001A101,1
3714,S008C001P030R002A022,S003C001P019R001A022,3.666666667
3715,S008C002P033R002A008,S027C002P081R002A080,1.9
3716,S002C001P011R002A026,S008C001P034R001A027,1.5
3717,S008C003P035R001A008,S002C002P003R002A008,3.6
3718,S007C002P028R002A009,S010C002P025R002A027,1.125
3719,S025C001P066R002A100,S030C002P096R002A100,3.4
3720,S027C001P081R001A095,S008C001P035R001A022,2.2
3721,S027C001P086R001A104,S019C001P049R002A104,2.777777778
3722,S027C002P011R002A097,S028C001P073R001A098,1.9
3723,S021C003P059R001A095,S019C001P049R002A104,2.625
3724,S008C002P029R002A008,S031C002P100R002A080,1.9
3725,S023C003P061R001A080,S008C001P034R001A008,1.6
3726,S028C002P073R002A099,S002C002P009R002A026,1.6
3727,S028C003P073R001A080,S006C001P023R002A035,1.5
3728,S006C001P023R002A035,S009C001P019R002A035,3.2
3729,S016C002P040R002A007,S008C002P001R002A007,3.7
3730,S011C003P001R001A009,S008C001P033R002A009,3.9
3731,S017C001P020R001A048,S008C001P036R001A035,2.2
3732,S010C002P013R002A048,S016C001P039R002A048,3
3733,S008C001P036R001A048,S008C001P034R002A039,1.090909091
3734,S016C003P021R001A035,S004C003P003R001A035,3
3735,S031C002P100R002A080,S006C001P023R002A008,1.916666667
3736,S017C001P016R002A008,S013C001P027R001A035,1
3737,S021C001P060R001A104,S026C001P076R001A095,2.6
3738,S014C001P037R002A026,S005C001P004R001A026,3.6
3739,S032C003P106R001A102,S023C002P068R002A101,1
3740,S002C002P011R002A027,S017C001P003R002A026,1.125
3741,S026C001P008R001A104,S023C002P064R002A104,2.8
3742,S001C001P006R002A048,S013C002P018R002A048,2.555555556
3743,S006C003P023R001A039,S008C001P033R002A040,1.8
3744,S028C001P087R001A096,S010C001P008R001A039,1.111111111
3745,S027C003P081R001A095,S016C002P008R002A022,2.3
3746,S032C002P043R002A098,S021C001P055R001A096,1.777777778
3747,S027C001P084R001A098,S027C001P086R002A098,3.8
3748,S001C003P008R001A048,S026C001P049R002A101,1.416666667
